,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
midnight shopping,0.818,0.181,8,-9.682,1,0.0685,0.803,0.861,0.164,0.696,75.015,audio_features,7j0rbwwoWsK3FCJUMCr0xE,spotify:track:7j0rbwwoWsK3FCJUMCr0xE,https://api.spotify.com/v1/tracks/7j0rbwwoWsK3FCJUMCr0xE,https://api.spotify.com/v1/audio-analysis/7j0rbwwoWsK3FCJUMCr0xE,83067,4
Ya No Es Igual,0.775,0.625,2,-7.03,0,0.138,0.271,0,0.0853,0.671,79.996,audio_features,2X1HILZDBnPpDjC4LCl4oK,spotify:track:2X1HILZDBnPpDjC4LCl4oK,https://api.spotify.com/v1/tracks/2X1HILZDBnPpDjC4LCl4oK,https://api.spotify.com/v1/audio-analysis/2X1HILZDBnPpDjC4LCl4oK,223500,4
Aqua Vitae,0.25,0.788,0,-7.263,0,0.0574,0.0444,0.919,0.0904,0.0344,129.733,audio_features,7xyTwfEZREkNAajaaAAZRN,spotify:track:7xyTwfEZREkNAajaaAAZRN,https://api.spotify.com/v1/tracks/7xyTwfEZREkNAajaaAAZRN,https://api.spotify.com/v1/audio-analysis/7xyTwfEZREkNAajaaAAZRN,155912,3
El Ataque de las Chicas Cocodrilo (feat. David Summers),0.705,0.914,10,-4.003,1,0.0997,0.0738,0,0.107,0.649,124.987,audio_features,37nkBacdEHmvBZPzlQKDth,spotify:track:37nkBacdEHmvBZPzlQKDth,https://api.spotify.com/v1/tracks/37nkBacdEHmvBZPzlQKDth,https://api.spotify.com/v1/audio-analysis/37nkBacdEHmvBZPzlQKDth,193000,4
Close To Your Love - AtellaGali Vs Vicka Official Remix/Radio Edit,0.618,0.892,10,-4.171,0,0.0664,0.00906,0.00027,0.0627,0.372,128.023,audio_features,06LuYnF2BHxxWffMwIZgIh,spotify:track:06LuYnF2BHxxWffMwIZgIh,https://api.spotify.com/v1/tracks/06LuYnF2BHxxWffMwIZgIh,https://api.spotify.com/v1/audio-analysis/06LuYnF2BHxxWffMwIZgIh,220480,4
Would That I,0.521,0.526,5,-6.032,1,0.0281,0.243,0.00537,0.108,0.502,130.694,audio_features,37zuIvk4KBkAxxLJsxJaHq,spotify:track:37zuIvk4KBkAxxLJsxJaHq,https://api.spotify.com/v1/tracks/37zuIvk4KBkAxxLJsxJaHq,https://api.spotify.com/v1/audio-analysis/37zuIvk4KBkAxxLJsxJaHq,268293,4
"Safe, Now",0.534,0.0718,3,-26.256,1,0.054,0.829,0.93,0.0842,0.064,120.11,audio_features,2KM9wehCwcM1GDVE0qxNGQ,spotify:track:2KM9wehCwcM1GDVE0qxNGQ,https://api.spotify.com/v1/tracks/2KM9wehCwcM1GDVE0qxNGQ,https://api.spotify.com/v1/audio-analysis/2KM9wehCwcM1GDVE0qxNGQ,256000,4
inside,0.483,0.818,11,-7.666,1,0.0444,0.114,0,0.367,0.691,175.668,audio_features,4GiVcDqNQI0fc0yYuRGH9m,spotify:track:4GiVcDqNQI0fc0yYuRGH9m,https://api.spotify.com/v1/tracks/4GiVcDqNQI0fc0yYuRGH9m,https://api.spotify.com/v1/audio-analysis/4GiVcDqNQI0fc0yYuRGH9m,219467,4
Have You Heard of This Legend,0.173,0.421,8,-10.434,0,0.042,0.486,0.932,0.13,0.163,173.584,audio_features,0LWT5Ay2tnyGdI6j3fCGLU,spotify:track:0LWT5Ay2tnyGdI6j3fCGLU,https://api.spotify.com/v1/tracks/0LWT5Ay2tnyGdI6j3fCGLU,https://api.spotify.com/v1/audio-analysis/0LWT5Ay2tnyGdI6j3fCGLU,217888,4
La Gozadera (feat. Marc Anthony) - Salsa Version,0.625,0.954,0,-3.1,1,0.0407,0.298,0,0.22,0.923,95.018,audio_features,22Z7mEnP1e4IyUDBIkj7Yf,spotify:track:22Z7mEnP1e4IyUDBIkj7Yf,https://api.spotify.com/v1/tracks/22Z7mEnP1e4IyUDBIkj7Yf,https://api.spotify.com/v1/audio-analysis/22Z7mEnP1e4IyUDBIkj7Yf,203947,4
Shut Up And Dance,0.578,0.866,1,-3.804,1,0.0619,0.00701,0,0.257,0.619,128.038,audio_features,4kbj5MwxO1bq9wjT5g9HaA,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/tracks/4kbj5MwxO1bq9wjT5g9HaA,https://api.spotify.com/v1/audio-analysis/4kbj5MwxO1bq9wjT5g9HaA,199080,4
Irregular Love,0.69,0.644,9,-6.991,1,0.056,0.452,2.79e-05,0.368,0.391,123.99,audio_features,0PrBKqS7ToQlTSZybrJKeT,spotify:track:0PrBKqS7ToQlTSZybrJKeT,https://api.spotify.com/v1/tracks/0PrBKqS7ToQlTSZybrJKeT,https://api.spotify.com/v1/audio-analysis/0PrBKqS7ToQlTSZybrJKeT,212053,4
Lacrima,0.761,0.511,0,-12.988,1,0.229,0.785,0,0.337,0.443,129.963,audio_features,1l56s8LGTl2DDRUxmsHJGs,spotify:track:1l56s8LGTl2DDRUxmsHJGs,https://api.spotify.com/v1/tracks/1l56s8LGTl2DDRUxmsHJGs,https://api.spotify.com/v1/audio-analysis/1l56s8LGTl2DDRUxmsHJGs,120962,4
ocean drive,0.686,0.718,8,-5.054,0,0.0431,0.00637,0.000703,0.119,0.557,115.026,audio_features,0b6wdul3A5sQNpIOv03OxP,spotify:track:0b6wdul3A5sQNpIOv03OxP,https://api.spotify.com/v1/tracks/0b6wdul3A5sQNpIOv03OxP,https://api.spotify.com/v1/audio-analysis/0b6wdul3A5sQNpIOv03OxP,206320,4
No Te Veo - Remix,0.861,0.786,1,-3.833,1,0.229,0.485,2.44e-05,0.113,0.778,104.017,audio_features,0stKSegkdrfLTDvm5sIO38,spotify:track:0stKSegkdrfLTDvm5sIO38,https://api.spotify.com/v1/tracks/0stKSegkdrfLTDvm5sIO38,https://api.spotify.com/v1/audio-analysis/0stKSegkdrfLTDvm5sIO38,252440,4
NEVER-END TALE,0.366,0.901,5,-3.099,1,0.131,0.0012,0,0.323,0.421,178.071,audio_features,7v9Ot16Qd1lGM5Tu0icbli,spotify:track:7v9Ot16Qd1lGM5Tu0icbli,https://api.spotify.com/v1/tracks/7v9Ot16Qd1lGM5Tu0icbli,https://api.spotify.com/v1/audio-analysis/7v9Ot16Qd1lGM5Tu0icbli,298314,4
La Plata (feat. Lalo Ebratt),0.762,0.74,1,-4.72,0,0.226,0.201,0,0.275,0.961,167.881,audio_features,7Eso5mURNFprb5PmhOXDlf,spotify:track:7Eso5mURNFprb5PmhOXDlf,https://api.spotify.com/v1/tracks/7Eso5mURNFprb5PmhOXDlf,https://api.spotify.com/v1/audio-analysis/7Eso5mURNFprb5PmhOXDlf,195493,4
Lost in Time,0.481,0.507,10,-12.608,0,0.059,0.892,9.44e-05,0.141,0.432,93.313,audio_features,1HWgcFyZ4wKia83CDGWH4N,spotify:track:1HWgcFyZ4wKia83CDGWH4N,https://api.spotify.com/v1/tracks/1HWgcFyZ4wKia83CDGWH4N,https://api.spotify.com/v1/audio-analysis/1HWgcFyZ4wKia83CDGWH4N,159408,4
Daisies,0.639,0.546,1,-5.382,1,0.0407,0.0837,0,0.122,0.149,122.179,audio_features,4uqh9bualXNHXXwO2wPorc,spotify:track:4uqh9bualXNHXXwO2wPorc,https://api.spotify.com/v1/tracks/4uqh9bualXNHXXwO2wPorc,https://api.spotify.com/v1/audio-analysis/4uqh9bualXNHXXwO2wPorc,173124,4
Mi Gente (feat. Beyoncé),0.759,0.716,11,-6.36,0,0.0818,0.0223,0,0.231,0.469,105.009,audio_features,0GzmMQizDeA2NVMUaZksv0,spotify:track:0GzmMQizDeA2NVMUaZksv0,https://api.spotify.com/v1/tracks/0GzmMQizDeA2NVMUaZksv0,https://api.spotify.com/v1/audio-analysis/0GzmMQizDeA2NVMUaZksv0,209733,4
morning bump,0.608,0.37,7,-11.809,0,0.0541,0.893,0.966,0.118,0.254,74.963,audio_features,6XDaxUjnRAw7CVWlIGWi17,spotify:track:6XDaxUjnRAw7CVWlIGWi17,https://api.spotify.com/v1/tracks/6XDaxUjnRAw7CVWlIGWi17,https://api.spotify.com/v1/audio-analysis/6XDaxUjnRAw7CVWlIGWi17,78408,4
Enamórate (feat. Dvicio),0.733,0.765,0,-6.526,1,0.0483,0.142,0,0.105,0.619,103.054,audio_features,2vNtWui56DPGOUFNbcyT38,spotify:track:2vNtWui56DPGOUFNbcyT38,https://api.spotify.com/v1/tracks/2vNtWui56DPGOUFNbcyT38,https://api.spotify.com/v1/audio-analysis/2vNtWui56DPGOUFNbcyT38,171442,4
Sendoff,0.693,0.123,4,-9.796,0,0.079,0.799,0.784,0.112,0.186,82.124,audio_features,71JVloDIWDi9fTcY2n6mEn,spotify:track:71JVloDIWDi9fTcY2n6mEn,https://api.spotify.com/v1/tracks/71JVloDIWDi9fTcY2n6mEn,https://api.spotify.com/v1/audio-analysis/71JVloDIWDi9fTcY2n6mEn,140488,4
Again (FMA),0.664,0.738,9,-4.095,0,0.0338,0.188,5.75e-05,0.135,0.203,119.973,audio_features,2S2od3hT7ceytw7d1pTRuE,spotify:track:2S2od3hT7ceytw7d1pTRuE,https://api.spotify.com/v1/tracks/2S2od3hT7ceytw7d1pTRuE,https://api.spotify.com/v1/audio-analysis/2S2od3hT7ceytw7d1pTRuE,193962,4
夜汽車でやってきたアイツ,0.432,0.771,9,-5.059,0,0.392,0.169,0,0.346,0.14,77.133,audio_features,3hxYsrOpojmm5Fnlc41u5s,spotify:track:3hxYsrOpojmm5Fnlc41u5s,https://api.spotify.com/v1/tracks/3hxYsrOpojmm5Fnlc41u5s,https://api.spotify.com/v1/audio-analysis/3hxYsrOpojmm5Fnlc41u5s,291067,4
Coffee Shop Sounds - Part 02,0.0998,0.86,8,-23.395,1,0.0443,0.459,0.000212,0.664,0.0236,86.968,audio_features,4PCYKr2ZlUS3lB99yP6cuv,spotify:track:4PCYKr2ZlUS3lB99yP6cuv,https://api.spotify.com/v1/tracks/4PCYKr2ZlUS3lB99yP6cuv,https://api.spotify.com/v1/audio-analysis/4PCYKr2ZlUS3lB99yP6cuv,210280,5
"Coffee Shop Noise, Pt. 31",0.19,0.844,5,-25.091,0,0.0386,0.465,0.000779,0.76,0.0255,84.258,audio_features,4kLiwLu8lEUb3bpzx7IfqG,spotify:track:4kLiwLu8lEUb3bpzx7IfqG,https://api.spotify.com/v1/tracks/4kLiwLu8lEUb3bpzx7IfqG,https://api.spotify.com/v1/audio-analysis/4kLiwLu8lEUb3bpzx7IfqG,106627,3
Please Don't Go,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,audio_features,3cNjgVBKTJ1SvKhunrCdVy,spotify:track:3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/tracks/3cNjgVBKTJ1SvKhunrCdVy,https://api.spotify.com/v1/audio-analysis/3cNjgVBKTJ1SvKhunrCdVy,210580,4
Nada Más,0.741,0.738,0,-3.032,1,0.0297,0.332,0,0.263,0.785,130.002,audio_features,6gEewFO5ZI15y3LRdeU0dE,spotify:track:6gEewFO5ZI15y3LRdeU0dE,https://api.spotify.com/v1/tracks/6gEewFO5ZI15y3LRdeU0dE,https://api.spotify.com/v1/audio-analysis/6gEewFO5ZI15y3LRdeU0dE,200935,4
Te Quiero Pa´Mi,0.761,0.809,1,-4.119,1,0.0554,0.116,4.46e-05,0.079,0.625,89.005,audio_features,1COLp6HpTrSre94dYEDLhZ,spotify:track:1COLp6HpTrSre94dYEDLhZ,https://api.spotify.com/v1/tracks/1COLp6HpTrSre94dYEDLhZ,https://api.spotify.com/v1/audio-analysis/1COLp6HpTrSre94dYEDLhZ,213600,4
smokee,0.696,0.113,11,-16.433,0,0.115,0.705,0.897,0.278,0.377,80.078,audio_features,21FXtmfO7Nd1GgbaNfAEJ6,spotify:track:21FXtmfO7Nd1GgbaNfAEJ6,https://api.spotify.com/v1/tracks/21FXtmfO7Nd1GgbaNfAEJ6,https://api.spotify.com/v1/audio-analysis/21FXtmfO7Nd1GgbaNfAEJ6,120000,4
Cuando me siento bien,0.652,0.911,1,-3.764,0,0.0405,0.015,0,0.36,0.774,98.995,audio_features,2xUl8Bp6eLddk5mdv8I2Wo,spotify:track:2xUl8Bp6eLddk5mdv8I2Wo,https://api.spotify.com/v1/tracks/2xUl8Bp6eLddk5mdv8I2Wo,https://api.spotify.com/v1/audio-analysis/2xUl8Bp6eLddk5mdv8I2Wo,223680,4
Pool,0.264,0.991,1,-19.299,1,0.049,0.181,0.945,0.695,0.0225,165.035,audio_features,6jcAySyEXtv1y5YWM6F2Mr,spotify:track:6jcAySyEXtv1y5YWM6F2Mr,https://api.spotify.com/v1/tracks/6jcAySyEXtv1y5YWM6F2Mr,https://api.spotify.com/v1/audio-analysis/6jcAySyEXtv1y5YWM6F2Mr,170005,1
La Noche Eterna,0.687,0.494,4,-10.38,1,0.0248,0.137,0.103,0.154,0.301,104.988,audio_features,4TN2jZLHo7VPMw4fVw6kRh,spotify:track:4TN2jZLHo7VPMw4fVw6kRh,https://api.spotify.com/v1/tracks/4TN2jZLHo7VPMw4fVw6kRh,https://api.spotify.com/v1/audio-analysis/4TN2jZLHo7VPMw4fVw6kRh,327739,4
Pink Noise Theta 200-206hz,0.242,0.0948,1,-22.428,1,0.298,0.908,0.0177,0.117,0.0296,92.177,audio_features,7tHEXrIlXmq3mIjqseC4xW,spotify:track:7tHEXrIlXmq3mIjqseC4xW,https://api.spotify.com/v1/tracks/7tHEXrIlXmq3mIjqseC4xW,https://api.spotify.com/v1/audio-analysis/7tHEXrIlXmq3mIjqseC4xW,210504,4
Victoria,0.489,0.567,0,-8.846,0,0.0502,0.19,0.00914,0.116,0.466,74.921,audio_features,0dbRrQsI0tKmB23eF7Wpv0,spotify:track:0dbRrQsI0tKmB23eF7Wpv0,https://api.spotify.com/v1/tracks/0dbRrQsI0tKmB23eF7Wpv0,https://api.spotify.com/v1/audio-analysis/0dbRrQsI0tKmB23eF7Wpv0,250527,4
In the Palace 〜 Agitato,0.358,0.557,7,-11.18,0,0.0379,0.911,0.964,0.093,0.393,133.35,audio_features,6kVLllRf4k63lSoj7U1a5b,spotify:track:6kVLllRf4k63lSoj7U1a5b,https://api.spotify.com/v1/tracks/6kVLllRf4k63lSoj7U1a5b,https://api.spotify.com/v1/audio-analysis/6kVLllRf4k63lSoj7U1a5b,87653,3
"Make My Story (From ""My Hero Academia"") [Full Ver]",0.509,0.935,11,-4.264,0,0.115,0.0008,0.005,0.406,0.508,132.03,audio_features,1SGZWmpHbWdXXItwAy4Auk,spotify:track:1SGZWmpHbWdXXItwAy4Auk,https://api.spotify.com/v1/tracks/1SGZWmpHbWdXXItwAy4Auk,https://api.spotify.com/v1/audio-analysis/1SGZWmpHbWdXXItwAy4Auk,265909,4
ワタリドリ,0.454,0.966,9,-3.423,1,0.156,0.00233,0,0.246,0.409,134.99,audio_features,1LAeF5obe85aCbgfuzvX0n,spotify:track:1LAeF5obe85aCbgfuzvX0n,https://api.spotify.com/v1/tracks/1LAeF5obe85aCbgfuzvX0n,https://api.spotify.com/v1/audio-analysis/1LAeF5obe85aCbgfuzvX0n,251760,4
"Coffee Shop Noise, Pt. 38",0.22,0.803,5,-24.859,0,0.04,0.55,0.000698,0.414,0.029,97.307,audio_features,2vGkMYLUMFNS5sDNOZaYaC,spotify:track:2vGkMYLUMFNS5sDNOZaYaC,https://api.spotify.com/v1/tracks/2vGkMYLUMFNS5sDNOZaYaC,https://api.spotify.com/v1/audio-analysis/2vGkMYLUMFNS5sDNOZaYaC,82478,4
Find Solace,0.555,0.446,5,-15.344,1,0.116,0.99,0.899,0.107,0.116,67.339,audio_features,1wTHo38ADjchjd2UFZal3h,spotify:track:1wTHo38ADjchjd2UFZal3h,https://api.spotify.com/v1/tracks/1wTHo38ADjchjd2UFZal3h,https://api.spotify.com/v1/audio-analysis/1wTHo38ADjchjd2UFZal3h,87518,3
Seeming,0.731,0.439,8,-5.479,1,0.435,0.158,0,0.375,0.649,79.824,audio_features,0eGvris9sYZMOsTMHT20Td,spotify:track:0eGvris9sYZMOsTMHT20Td,https://api.spotify.com/v1/tracks/0eGvris9sYZMOsTMHT20Td,https://api.spotify.com/v1/audio-analysis/0eGvris9sYZMOsTMHT20Td,184843,4
Binaural Beta 14 Hz,0,1.91e-05,1,-41.282,1,0,0,0,0,0,0,audio_features,3lapMzygNV7IJEk5yWh2uX,spotify:track:3lapMzygNV7IJEk5yWh2uX,https://api.spotify.com/v1/tracks/3lapMzygNV7IJEk5yWh2uX,https://api.spotify.com/v1/audio-analysis/3lapMzygNV7IJEk5yWh2uX,120000,0
Te Va a Doler,0.61,0.849,8,-4.382,1,0.0461,0.407,0,0.28,0.742,177.634,audio_features,2h6WIOkTPvHSAD7vR6lMSS,spotify:track:2h6WIOkTPvHSAD7vR6lMSS,https://api.spotify.com/v1/tracks/2h6WIOkTPvHSAD7vR6lMSS,https://api.spotify.com/v1/audio-analysis/2h6WIOkTPvHSAD7vR6lMSS,292773,4
Aoi Honoo,0.531,0.825,1,-5.253,1,0.0331,0.00936,1.93e-06,0.502,0.733,135.858,audio_features,7Aj9UwcgXrrLnadUf97b5F,spotify:track:7Aj9UwcgXrrLnadUf97b5F,https://api.spotify.com/v1/tracks/7Aj9UwcgXrrLnadUf97b5F,https://api.spotify.com/v1/audio-analysis/7Aj9UwcgXrrLnadUf97b5F,238239,4
Friday,0.526,0.762,0,-12.437,0,0.0342,0.000972,0.000116,0.338,0.505,136.203,audio_features,263aNAQCeFSWipk896byo6,spotify:track:263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/tracks/263aNAQCeFSWipk896byo6,https://api.spotify.com/v1/audio-analysis/263aNAQCeFSWipk896byo6,214400,4
Te He Prometido,0.731,0.745,7,-6.063,1,0.0272,0.165,0.0481,0.31,0.857,117.01,audio_features,2vEWsjsOeLczLbuHYKOpWe,spotify:track:2vEWsjsOeLczLbuHYKOpWe,https://api.spotify.com/v1/tracks/2vEWsjsOeLczLbuHYKOpWe,https://api.spotify.com/v1/audio-analysis/2vEWsjsOeLczLbuHYKOpWe,216667,4
"バレエ音楽 春の祭典, 第 1部: 大地礼賛 春のきざし - 乙女たちの踊り",0.576,0.398,8,-14.541,0,0.0436,0.964,0.879,0.648,0.529,121.424,audio_features,5CDZlbxFjVeXLMC2f3VX9c,spotify:track:5CDZlbxFjVeXLMC2f3VX9c,https://api.spotify.com/v1/tracks/5CDZlbxFjVeXLMC2f3VX9c,https://api.spotify.com/v1/audio-analysis/5CDZlbxFjVeXLMC2f3VX9c,175040,4
Mars,0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995,audio_features,3Z8FwOEN59mRMxDCtb8N0A,spotify:track:3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/tracks/3Z8FwOEN59mRMxDCtb8N0A,https://api.spotify.com/v1/audio-analysis/3Z8FwOEN59mRMxDCtb8N0A,172762,4
Por Eso Vine,0.76,0.646,8,-5.048,0,0.433,0.233,0,0.0905,0.625,188.009,audio_features,5qN1G8fSHq4Sv5FRoOkNGu,spotify:track:5qN1G8fSHq4Sv5FRoOkNGu,https://api.spotify.com/v1/tracks/5qN1G8fSHq4Sv5FRoOkNGu,https://api.spotify.com/v1/audio-analysis/5qN1G8fSHq4Sv5FRoOkNGu,178534,4
Diver,0.234,0.00396,1,-31.261,0,0.0369,0.989,0.861,0.108,0.105,71.253,audio_features,12ueCnX0Agcf6dS5SZbjiw,spotify:track:12ueCnX0Agcf6dS5SZbjiw,https://api.spotify.com/v1/tracks/12ueCnX0Agcf6dS5SZbjiw,https://api.spotify.com/v1/audio-analysis/12ueCnX0Agcf6dS5SZbjiw,225604,3
Fengshui,0.438,0.0973,6,-26.991,0,0.223,0.818,0.148,0.123,0.196,74.281,audio_features,0fedmN7gfT6ycQ7fJXIs72,spotify:track:0fedmN7gfT6ycQ7fJXIs72,https://api.spotify.com/v1/tracks/0fedmN7gfT6ycQ7fJXIs72,https://api.spotify.com/v1/audio-analysis/0fedmN7gfT6ycQ7fJXIs72,88486,4
Mind Warrior (Beta 13 Hz),0.14,0.0219,2,-31.755,1,0.0383,0.971,0.702,0.0926,0.0685,73.396,audio_features,7yMLsyHDOlIs3LjvEyolv4,spotify:track:7yMLsyHDOlIs3LjvEyolv4,https://api.spotify.com/v1/tracks/7yMLsyHDOlIs3LjvEyolv4,https://api.spotify.com/v1/audio-analysis/7yMLsyHDOlIs3LjvEyolv4,179077,1
PAPERMOON (ソウルイーター),0.402,0.973,3,-2.013,1,0.0652,0.00375,2.43e-05,0.348,0.28,163.806,audio_features,2aPKfL2i7AFI7xXXjR0Ba3,spotify:track:2aPKfL2i7AFI7xXXjR0Ba3,https://api.spotify.com/v1/tracks/2aPKfL2i7AFI7xXXjR0Ba3,https://api.spotify.com/v1/audio-analysis/2aPKfL2i7AFI7xXXjR0Ba3,261220,4
Confesión - Radio Edit,0.69,0.82,2,-7.281,1,0.08,0.213,0,0.198,0.737,94.959,audio_features,0p4NAL9gKuAsCHkJkGaB33,spotify:track:0p4NAL9gKuAsCHkJkGaB33,https://api.spotify.com/v1/tracks/0p4NAL9gKuAsCHkJkGaB33,https://api.spotify.com/v1/audio-analysis/0p4NAL9gKuAsCHkJkGaB33,182211,4
"Schools out, Lets Go Get Some Ice Cream",0.782,0.392,2,-13.038,1,0.0543,0.263,0.00438,0.0871,0.665,87.438,audio_features,5XjfPbRbD2W245d2qsDVqU,spotify:track:5XjfPbRbD2W245d2qsDVqU,https://api.spotify.com/v1/tracks/5XjfPbRbD2W245d2qsDVqU,https://api.spotify.com/v1/audio-analysis/5XjfPbRbD2W245d2qsDVqU,145466,4
Over the Top (One Piece),0.504,0.919,10,-5.983,0,0.0733,6.59e-05,0,0.0926,0.538,105.968,audio_features,3KUGTXTRqa8DuVtqgJkPAy,spotify:track:3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/tracks/3KUGTXTRqa8DuVtqgJkPAy,https://api.spotify.com/v1/audio-analysis/3KUGTXTRqa8DuVtqgJkPAy,123429,4
Binaural Theta Sinus 110Hz - 115 Hz,0.246,0.0282,7,-24.545,1,0.0477,0.921,0.778,0.109,0.0365,150.023,audio_features,5Dwt0CHY3QQm7AdZ2rnLJe,spotify:track:5Dwt0CHY3QQm7AdZ2rnLJe,https://api.spotify.com/v1/tracks/5Dwt0CHY3QQm7AdZ2rnLJe,https://api.spotify.com/v1/audio-analysis/5Dwt0CHY3QQm7AdZ2rnLJe,214006,4
Well-being and balancing,0.166,0.0829,9,-22.357,1,0.0379,0.479,0.912,0.129,0.0765,73.006,audio_features,0FT73jQSFNThjbjR1e2Z6u,spotify:track:0FT73jQSFNThjbjR1e2Z6u,https://api.spotify.com/v1/tracks/0FT73jQSFNThjbjR1e2Z6u,https://api.spotify.com/v1/audio-analysis/0FT73jQSFNThjbjR1e2Z6u,192023,3
Todos los Días,0.589,0.91,2,-3.68,1,0.211,0.0299,0,0.02,0.89,191.928,audio_features,1tmwswvJnwOIrskyCKVsgv,spotify:track:1tmwswvJnwOIrskyCKVsgv,https://api.spotify.com/v1/tracks/1tmwswvJnwOIrskyCKVsgv,https://api.spotify.com/v1/audio-analysis/1tmwswvJnwOIrskyCKVsgv,146337,4
Mont Blanc,0.475,0.00772,5,-30.437,0,0.0386,0.99,0.94,0.143,0.146,74.033,audio_features,7v9FUpTcXP57BJTvC7r8GO,spotify:track:7v9FUpTcXP57BJTvC7r8GO,https://api.spotify.com/v1/tracks/7v9FUpTcXP57BJTvC7r8GO,https://api.spotify.com/v1/audio-analysis/7v9FUpTcXP57BJTvC7r8GO,132568,4
航海,0.508,0.498,5,-11.106,1,0.0363,0.147,0.872,0.121,0.284,119.952,audio_features,2kvczUFDj70hJKywEkl31j,spotify:track:2kvczUFDj70hJKywEkl31j,https://api.spotify.com/v1/tracks/2kvczUFDj70hJKywEkl31j,https://api.spotify.com/v1/audio-analysis/2kvczUFDj70hJKywEkl31j,145707,4
Lore,0.277,0.394,8,-8.903,1,0.0336,0.423,0,0.0952,0.227,86.777,audio_features,0Gl5s8IhMmQE5YQwM8Qx1J,spotify:track:0Gl5s8IhMmQE5YQwM8Qx1J,https://api.spotify.com/v1/tracks/0Gl5s8IhMmQE5YQwM8Qx1J,https://api.spotify.com/v1/audio-analysis/0Gl5s8IhMmQE5YQwM8Qx1J,207787,3
Point Blank,0.727,0.333,1,-21.354,1,0.33,0.498,0.827,0.104,0.884,80.02,audio_features,2RSimOooHGPO4UiENapgAl,spotify:track:2RSimOooHGPO4UiENapgAl,https://api.spotify.com/v1/tracks/2RSimOooHGPO4UiENapgAl,https://api.spotify.com/v1/audio-analysis/2RSimOooHGPO4UiENapgAl,144094,4
Golden (Prod. Slom),0.687,0.696,6,-4.719,1,0.173,0.355,0,0.104,0.842,80.044,audio_features,1aoVp7cBSUFvhQPdP1LIaE,spotify:track:1aoVp7cBSUFvhQPdP1LIaE,https://api.spotify.com/v1/tracks/1aoVp7cBSUFvhQPdP1LIaE,https://api.spotify.com/v1/audio-analysis/1aoVp7cBSUFvhQPdP1LIaE,220348,4
Mise en abyme,0.357,0.0506,3,-23.936,1,0.0458,0.994,0.953,0.188,0.0566,102.173,audio_features,2HQhHAKFtN1tecwYhvL1z1,spotify:track:2HQhHAKFtN1tecwYhvL1z1,https://api.spotify.com/v1/tracks/2HQhHAKFtN1tecwYhvL1z1,https://api.spotify.com/v1/audio-analysis/2HQhHAKFtN1tecwYhvL1z1,134997,4
Haz conmigo lo que quieras,0.671,0.719,5,-5.87,1,0.0321,0.00411,0,0.381,0.679,130.053,audio_features,73c5316j9Pk2JaEKLO3yyN,spotify:track:73c5316j9Pk2JaEKLO3yyN,https://api.spotify.com/v1/tracks/73c5316j9Pk2JaEKLO3yyN,https://api.spotify.com/v1/audio-analysis/73c5316j9Pk2JaEKLO3yyN,210034,4
Bella Ciao - Mix Cut,0.614,0.9,4,-4.682,0,0.0492,0.00216,0.000556,0.376,0.201,129.956,audio_features,4vJH4sXPuxuXHdaYVJlaIm,spotify:track:4vJH4sXPuxuXHdaYVJlaIm,https://api.spotify.com/v1/tracks/4vJH4sXPuxuXHdaYVJlaIm,https://api.spotify.com/v1/audio-analysis/4vJH4sXPuxuXHdaYVJlaIm,200308,4
Bummer,0.778,0.559,6,-7.109,0,0.0776,0.128,0,0.399,0.678,129.989,audio_features,7aiClxsDWFRQ0Kzk5KI5ku,spotify:track:7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/tracks/7aiClxsDWFRQ0Kzk5KI5ku,https://api.spotify.com/v1/audio-analysis/7aiClxsDWFRQ0Kzk5KI5ku,185093,1
White Forest Walk,0.879,0.256,1,-9.575,0,0.309,0.535,0.71,0.0745,0.655,142.969,audio_features,24t5h5qybYTnbYI1KdLBSU,spotify:track:24t5h5qybYTnbYI1KdLBSU,https://api.spotify.com/v1/tracks/24t5h5qybYTnbYI1KdLBSU,https://api.spotify.com/v1/audio-analysis/24t5h5qybYTnbYI1KdLBSU,134296,4
Panini,0.717,0.598,5,-5.613,0,0.0809,0.22,0,0.122,0.496,153.905,audio_features,4SDgTLDYrJ2UrHbkRkg7MD,spotify:track:4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/tracks/4SDgTLDYrJ2UrHbkRkg7MD,https://api.spotify.com/v1/audio-analysis/4SDgTLDYrJ2UrHbkRkg7MD,151040,4
