,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Soltera - Remix,0.795,0.783,5,-4.271,1,0.0432,0.361,0,0.437,0.799,92.01,audio_features,1c0hsvHLELX6y8qymnpLKL,spotify:track:1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/tracks/1c0hsvHLELX6y8qymnpLKL,https://api.spotify.com/v1/audio-analysis/1c0hsvHLELX6y8qymnpLKL,266087,4
I Choose You,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,audio_features,7jJH8F3PHlNvxfqEAAfFDl,spotify:track:7jJH8F3PHlNvxfqEAAfFDl,https://api.spotify.com/v1/tracks/7jJH8F3PHlNvxfqEAAfFDl,https://api.spotify.com/v1/audio-analysis/7jJH8F3PHlNvxfqEAAfFDl,218573,4
Fruta y Té,0.8,0.539,11,-7.243,0,0.0315,0.351,1.45e-05,0.279,0.843,97.0,audio_features,140oPNZsqzYQ0bUcG1y3U9,spotify:track:140oPNZsqzYQ0bUcG1y3U9,https://api.spotify.com/v1/tracks/140oPNZsqzYQ0bUcG1y3U9,https://api.spotify.com/v1/audio-analysis/140oPNZsqzYQ0bUcG1y3U9,174173,4
Supernovas,0.259,0.498,8,-9.319,0,0.0318,0.0532,0.957,0.116,0.0457,110.018,audio_features,60pJo7veaWc8yLHYyFfnB2,spotify:track:60pJo7veaWc8yLHYyFfnB2,https://api.spotify.com/v1/tracks/60pJo7veaWc8yLHYyFfnB2,https://api.spotify.com/v1/audio-analysis/60pJo7veaWc8yLHYyFfnB2,182151,4
Valiente,0.385,0.859,11,-5.012,0,0.245,0.0149,0,0.381,0.464,175.967,audio_features,7ahBvvhv4Z8zEQAIP9ZIob,spotify:track:7ahBvvhv4Z8zEQAIP9ZIob,https://api.spotify.com/v1/tracks/7ahBvvhv4Z8zEQAIP9ZIob,https://api.spotify.com/v1/audio-analysis/7ahBvvhv4Z8zEQAIP9ZIob,194480,4
Sedated,0.66,0.592,9,-5.215,0,0.027,0.184,1.86e-05,0.102,0.256,86.069,audio_features,3Ub5gDJTOGWr2AlDcScUIr,spotify:track:3Ub5gDJTOGWr2AlDcScUIr,https://api.spotify.com/v1/tracks/3Ub5gDJTOGWr2AlDcScUIr,https://api.spotify.com/v1/audio-analysis/3Ub5gDJTOGWr2AlDcScUIr,207667,4
Hacking to the Gate - symphonic ver.,0.416,0.614,9,-7.044,0,0.0392,0.727,0.156,0.274,0.301,80.371,audio_features,7mMshfkGDVQTjn03tvSlwI,spotify:track:7mMshfkGDVQTjn03tvSlwI,https://api.spotify.com/v1/tracks/7mMshfkGDVQTjn03tvSlwI,https://api.spotify.com/v1/audio-analysis/7mMshfkGDVQTjn03tvSlwI,258360,4
猛独が襲う,0.422,0.861,1,-4.41,0,0.0458,0.014,0,0.167,0.586,156.012,audio_features,1GscTZDRIVR7st9ntNH668,spotify:track:1GscTZDRIVR7st9ntNH668,https://api.spotify.com/v1/tracks/1GscTZDRIVR7st9ntNH668,https://api.spotify.com/v1/audio-analysis/1GscTZDRIVR7st9ntNH668,252308,4
Tenderly,0.782,0.558,1,-10.685,0,0.0424,0.873,0.921,0.142,0.473,85.971,audio_features,5oslf0fTRGWYrFME2SaL0E,spotify:track:5oslf0fTRGWYrFME2SaL0E,https://api.spotify.com/v1/tracks/5oslf0fTRGWYrFME2SaL0E,https://api.spotify.com/v1/audio-analysis/5oslf0fTRGWYrFME2SaL0E,119302,4
Imitadora,0.737,0.709,8,-6.889,0,0.045,0.333,0,0.289,0.556,125.997,audio_features,6r46lnXFbE9fr2d3KNaGbe,spotify:track:6r46lnXFbE9fr2d3KNaGbe,https://api.spotify.com/v1/tracks/6r46lnXFbE9fr2d3KNaGbe,https://api.spotify.com/v1/audio-analysis/6r46lnXFbE9fr2d3KNaGbe,234829,4
"Intro, El Mundo He De Cambiar (Change the World)",0.49,0.675,7,-7.682,1,0.0603,0.742,0,0.857,0.839,133.286,audio_features,3NnkLGnJVOwmS8uPCI5Xnu,spotify:track:3NnkLGnJVOwmS8uPCI5Xnu,https://api.spotify.com/v1/tracks/3NnkLGnJVOwmS8uPCI5Xnu,https://api.spotify.com/v1/audio-analysis/3NnkLGnJVOwmS8uPCI5Xnu,20680,4
Hydration,0.661,0.691,6,-9.461,1,0.0636,0.484,0.92,0.32,0.558,135.573,audio_features,1g5lYRzKVzgqXds0twXBeA,spotify:track:1g5lYRzKVzgqXds0twXBeA,https://api.spotify.com/v1/tracks/1g5lYRzKVzgqXds0twXBeA,https://api.spotify.com/v1/audio-analysis/1g5lYRzKVzgqXds0twXBeA,89519,4
Thingswedo,0.484,0.345,4,-13.759,0,0.148,0.0406,0.00264,0.095,0.238,81.266,audio_features,2EsFe6rAf9P7yZbNWulw38,spotify:track:2EsFe6rAf9P7yZbNWulw38,https://api.spotify.com/v1/tracks/2EsFe6rAf9P7yZbNWulw38,https://api.spotify.com/v1/audio-analysis/2EsFe6rAf9P7yZbNWulw38,124355,4
Te Llevo en Mi Corazón,0.649,0.925,0,-4.323,1,0.0398,0.00628,4.3e-06,0.374,0.696,129.996,audio_features,16RYQrHXwTeGLZMSQ9gMGL,spotify:track:16RYQrHXwTeGLZMSQ9gMGL,https://api.spotify.com/v1/tracks/16RYQrHXwTeGLZMSQ9gMGL,https://api.spotify.com/v1/audio-analysis/16RYQrHXwTeGLZMSQ9gMGL,214293,4
One Day,0.52,0.119,0,-12.148,1,0.0407,0.922,0,0.0883,0.355,69.217,audio_features,27r2uANqwK7XbsiAZnzf9e,spotify:track:27r2uANqwK7XbsiAZnzf9e,https://api.spotify.com/v1/tracks/27r2uANqwK7XbsiAZnzf9e,https://api.spotify.com/v1/audio-analysis/27r2uANqwK7XbsiAZnzf9e,202496,4
"Schools out, Lets Go Get Some Ice Cream",0.782,0.392,2,-13.038,1,0.0543,0.263,0.00438,0.0871,0.665,87.438,audio_features,5XjfPbRbD2W245d2qsDVqU,spotify:track:5XjfPbRbD2W245d2qsDVqU,https://api.spotify.com/v1/tracks/5XjfPbRbD2W245d2qsDVqU,https://api.spotify.com/v1/audio-analysis/5XjfPbRbD2W245d2qsDVqU,145466,4
So Stupid (Bonus Track),0.708,0.833,0,-7.179,1,0.069,0.0279,0,0.224,0.935,140.92,audio_features,02iWm5ssVqphn74ivMTDuc,spotify:track:02iWm5ssVqphn74ivMTDuc,https://api.spotify.com/v1/tracks/02iWm5ssVqphn74ivMTDuc,https://api.spotify.com/v1/audio-analysis/02iWm5ssVqphn74ivMTDuc,242893,4
Lilac,0.74,0.696,7,-9.446,1,0.0302,0.527,3.74e-05,0.0752,0.428,102.971,audio_features,5MDUdi9T4Ee4Kv33SbewC3,spotify:track:5MDUdi9T4Ee4Kv33SbewC3,https://api.spotify.com/v1/tracks/5MDUdi9T4Ee4Kv33SbewC3,https://api.spotify.com/v1/audio-analysis/5MDUdi9T4Ee4Kv33SbewC3,195600,4
Okuse,0.475,0.333,1,-21.456,1,0.0389,0.932,0.931,0.0877,0.259,71.985,audio_features,3IkCv700vIxWERPIW6iB08,spotify:track:3IkCv700vIxWERPIW6iB08,https://api.spotify.com/v1/tracks/3IkCv700vIxWERPIW6iB08,https://api.spotify.com/v1/audio-analysis/3IkCv700vIxWERPIW6iB08,107091,4
Mi Peor Error,0.703,0.664,0,-5.365,0,0.0288,0.373,1.31e-06,0.121,0.908,117.824,audio_features,0wsGgN7JDHnWqnGVfdSfcx,spotify:track:0wsGgN7JDHnWqnGVfdSfcx,https://api.spotify.com/v1/tracks/0wsGgN7JDHnWqnGVfdSfcx,https://api.spotify.com/v1/audio-analysis/0wsGgN7JDHnWqnGVfdSfcx,157440,4
Love Yourself,0.786,0.434,4,-7.485,1,0.342,0.856,0,0.159,0.578,100.315,audio_features,6dcShthjtfU5BjRY1Y8qdj,spotify:track:6dcShthjtfU5BjRY1Y8qdj,https://api.spotify.com/v1/tracks/6dcShthjtfU5BjRY1Y8qdj,https://api.spotify.com/v1/audio-analysis/6dcShthjtfU5BjRY1Y8qdj,235707,4
Truth (Helios Remix),0.445,0.459,9,-15.791,1,0.0415,0.84,0.95,0.107,0.137,126.106,audio_features,0xdPDJMJ5xYByIrSH2aKA4,spotify:track:0xdPDJMJ5xYByIrSH2aKA4,https://api.spotify.com/v1/tracks/0xdPDJMJ5xYByIrSH2aKA4,https://api.spotify.com/v1/audio-analysis/0xdPDJMJ5xYByIrSH2aKA4,225480,4
Shoukei to Shikabane no Michi,0.408,0.943,0,-4.579,0,0.0913,0.226,0,0.352,0.807,178.076,audio_features,0q8WLWTRdN7XcNCoZIxCu9,spotify:track:0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/tracks/0q8WLWTRdN7XcNCoZIxCu9,https://api.spotify.com/v1/audio-analysis/0q8WLWTRdN7XcNCoZIxCu9,90090,4
Soñarse De A Dos,0.537,0.166,2,-11.456,1,0.0996,0.924,2.24e-06,0.111,0.34,87.613,audio_features,14mm3YXF9A9keLPSQIQ8ZC,spotify:track:14mm3YXF9A9keLPSQIQ8ZC,https://api.spotify.com/v1/tracks/14mm3YXF9A9keLPSQIQ8ZC,https://api.spotify.com/v1/audio-analysis/14mm3YXF9A9keLPSQIQ8ZC,226800,4
蒼い炎,0.542,0.907,1,-3.687,1,0.0871,0.00437,5.38e-06,0.17,0.621,135.912,audio_features,0XTGeSFcD73mgRgl8VSL6S,spotify:track:0XTGeSFcD73mgRgl8VSL6S,https://api.spotify.com/v1/tracks/0XTGeSFcD73mgRgl8VSL6S,https://api.spotify.com/v1/audio-analysis/0XTGeSFcD73mgRgl8VSL6S,241749,4
always moving,0.811,0.203,4,-10.557,0,0.294,0.855,0.437,0.0981,0.503,84.024,audio_features,7vckmGtvnWhAC9HSbAOGc8,spotify:track:7vckmGtvnWhAC9HSbAOGc8,https://api.spotify.com/v1/tracks/7vckmGtvnWhAC9HSbAOGc8,https://api.spotify.com/v1/audio-analysis/7vckmGtvnWhAC9HSbAOGc8,139821,3
I've Got the Tiger by the Tail,0.701,0.497,4,-10.05,1,0.0316,0.595,3.12e-05,0.118,0.963,96.513,audio_features,1GDAvJth0ebssC2XkG7RYM,spotify:track:1GDAvJth0ebssC2XkG7RYM,https://api.spotify.com/v1/tracks/1GDAvJth0ebssC2XkG7RYM,https://api.spotify.com/v1/audio-analysis/1GDAvJth0ebssC2XkG7RYM,133867,4
nvm.,0.583,0.928,2,-4.981,0,0.0977,0.0887,0,0.315,0.327,119.961,audio_features,32TXoSo4OE7db1yb8V11sp,spotify:track:32TXoSo4OE7db1yb8V11sp,https://api.spotify.com/v1/tracks/32TXoSo4OE7db1yb8V11sp,https://api.spotify.com/v1/audio-analysis/32TXoSo4OE7db1yb8V11sp,216646,4
Lauren,0.612,0.799,10,-4.603,1,0.0275,0.00898,0,0.172,0.687,125.976,audio_features,7zVCrzzEJU7u24sbJPXA5W,spotify:track:7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/tracks/7zVCrzzEJU7u24sbJPXA5W,https://api.spotify.com/v1/audio-analysis/7zVCrzzEJU7u24sbJPXA5W,188253,4
Bella Ciao (feat. Andre Sarate & Adolfo Celdran),0.784,0.698,7,-5.767,0,0.0298,0.0372,0.000712,0.241,0.723,125.002,audio_features,1kJ1E0czwQPvUVNXCLaHAB,spotify:track:1kJ1E0czwQPvUVNXCLaHAB,https://api.spotify.com/v1/tracks/1kJ1E0czwQPvUVNXCLaHAB,https://api.spotify.com/v1/audio-analysis/1kJ1E0czwQPvUVNXCLaHAB,170945,4
Sigo Siendo Yo,0.554,0.931,8,-5.405,1,0.0334,0.0189,0.000177,0.0739,0.737,141.007,audio_features,3CfMSg2R3ZtDfxkGTIMXtJ,spotify:track:3CfMSg2R3ZtDfxkGTIMXtJ,https://api.spotify.com/v1/tracks/3CfMSg2R3ZtDfxkGTIMXtJ,https://api.spotify.com/v1/audio-analysis/3CfMSg2R3ZtDfxkGTIMXtJ,204120,4
Bittersweet,0.57,0.409,5,-7.555,0,0.0331,0.345,0.000188,0.219,0.304,137.8,audio_features,77nSU6xoiBDJZAMqBSxLav,spotify:track:77nSU6xoiBDJZAMqBSxLav,https://api.spotify.com/v1/tracks/77nSU6xoiBDJZAMqBSxLav,https://api.spotify.com/v1/audio-analysis/77nSU6xoiBDJZAMqBSxLav,236640,4
Todo Tiene Su Lugar - En Vivo Entre Amigos,0.611,0.749,3,-6.95,1,0.0626,0.0966,0,0.894,0.484,126.883,audio_features,2RMhSjdN9uHi5iNbonA7gG,spotify:track:2RMhSjdN9uHi5iNbonA7gG,https://api.spotify.com/v1/tracks/2RMhSjdN9uHi5iNbonA7gG,https://api.spotify.com/v1/audio-analysis/2RMhSjdN9uHi5iNbonA7gG,187960,4
Shinzou Wo Sasageyo (Attack on Titan),0.443,0.911,9,-4.208,0,0.0851,0.0124,0,0.278,0.68,160.152,audio_features,642Zd1NC6fLzbLhjQ8ykcZ,spotify:track:642Zd1NC6fLzbLhjQ8ykcZ,https://api.spotify.com/v1/tracks/642Zd1NC6fLzbLhjQ8ykcZ,https://api.spotify.com/v1/audio-analysis/642Zd1NC6fLzbLhjQ8ykcZ,90375,4
sunny,0.531,0.893,0,-4.422,1,0.055,0.184,1.01e-06,0.101,0.323,120.045,audio_features,1rGLPyb4LMojT4wpxiZTp8,spotify:track:1rGLPyb4LMojT4wpxiZTp8,https://api.spotify.com/v1/tracks/1rGLPyb4LMojT4wpxiZTp8,https://api.spotify.com/v1/audio-analysis/1rGLPyb4LMojT4wpxiZTp8,206947,4
Daylight,0.518,0.761,7,-7.266,1,0.0488,0.00483,7.9e-05,0.0924,0.757,163.779,audio_features,6Ed1q0X8oSKSm4IIhiQbYg,spotify:track:6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/tracks/6Ed1q0X8oSKSm4IIhiQbYg,https://api.spotify.com/v1/audio-analysis/6Ed1q0X8oSKSm4IIhiQbYg,164933,4
Dreams Are to Pursue,0.17,0.189,4,-18.08,1,0.038,0.765,0.964,0.0941,0.0394,114.963,audio_features,0ZyaucTDtAUCBoEGZEBuO9,spotify:track:0ZyaucTDtAUCBoEGZEBuO9,https://api.spotify.com/v1/tracks/0ZyaucTDtAUCBoEGZEBuO9,https://api.spotify.com/v1/audio-analysis/0ZyaucTDtAUCBoEGZEBuO9,76227,3
"Wasteland, Baby!",0.427,0.407,2,-9.665,1,0.0382,0.612,0.386,0.109,0.244,168.844,audio_features,1HYnjKqSSHh1tdl2Hi57zH,spotify:track:1HYnjKqSSHh1tdl2Hi57zH,https://api.spotify.com/v1/tracks/1HYnjKqSSHh1tdl2Hi57zH,https://api.spotify.com/v1/audio-analysis/1HYnjKqSSHh1tdl2Hi57zH,266467,4
A Puro Dolor - Radio Version,0.672,0.828,1,-5.485,0,0.0303,0.000899,0.000432,0.0481,0.8,130.028,audio_features,2gckEm9UF8jL1DTmA9iDvw,spotify:track:2gckEm9UF8jL1DTmA9iDvw,https://api.spotify.com/v1/tracks/2gckEm9UF8jL1DTmA9iDvw,https://api.spotify.com/v1/audio-analysis/2gckEm9UF8jL1DTmA9iDvw,203087,4
Aduro,0.509,0.23,8,-12.743,0,0.482,0.932,0.000277,0.112,0.242,55.568,audio_features,10KbjqZHGCtYSjUngDK3xR,spotify:track:10KbjqZHGCtYSjUngDK3xR,https://api.spotify.com/v1/tracks/10KbjqZHGCtYSjUngDK3xR,https://api.spotify.com/v1/audio-analysis/10KbjqZHGCtYSjUngDK3xR,225044,4
Las Flores,0.615,0.928,10,-4.218,1,0.0412,0.186,4.4e-06,0.147,0.962,156.926,audio_features,0oakHTPj4SF7Si0NAsLwi8,spotify:track:0oakHTPj4SF7Si0NAsLwi8,https://api.spotify.com/v1/tracks/0oakHTPj4SF7Si0NAsLwi8,https://api.spotify.com/v1/audio-analysis/0oakHTPj4SF7Si0NAsLwi8,135133,4
One Reason,0.786,0.56,8,-6.771,0,0.0547,0.663,0,0.105,0.403,95.997,audio_features,1B0dhapu7P98xGOPM3a6Sj,spotify:track:1B0dhapu7P98xGOPM3a6Sj,https://api.spotify.com/v1/tracks/1B0dhapu7P98xGOPM3a6Sj,https://api.spotify.com/v1/audio-analysis/1B0dhapu7P98xGOPM3a6Sj,190366,4
Idle of Mud,0.691,0.413,8,-6.618,1,0.0884,0.943,0.969,0.101,0.915,82.073,audio_features,0UO9de8BcAh1XvNkUBg7O1,spotify:track:0UO9de8BcAh1XvNkUBg7O1,https://api.spotify.com/v1/tracks/0UO9de8BcAh1XvNkUBg7O1,https://api.spotify.com/v1/audio-analysis/0UO9de8BcAh1XvNkUBg7O1,75141,3
La Cura,0.8,0.642,4,-5.371,0,0.0416,0.741,0.000201,0.0536,0.843,92.548,audio_features,54QivjUs9hweccCVI7NmdQ,spotify:track:54QivjUs9hweccCVI7NmdQ,https://api.spotify.com/v1/tracks/54QivjUs9hweccCVI7NmdQ,https://api.spotify.com/v1/audio-analysis/54QivjUs9hweccCVI7NmdQ,298400,4
El Equivocado,0.619,0.66,6,-7.154,1,0.0635,0.253,0,0.145,0.379,96.058,audio_features,4xhEejde4TNEjfJ9SuLpG3,spotify:track:4xhEejde4TNEjfJ9SuLpG3,https://api.spotify.com/v1/tracks/4xhEejde4TNEjfJ9SuLpG3,https://api.spotify.com/v1/audio-analysis/4xhEejde4TNEjfJ9SuLpG3,221989,3
Metronome,0.396,0.00408,6,-34.489,0,0.0542,0.995,0.962,0.109,0.108,65.174,audio_features,5uGY5VV9lZonCaRKm1wwmO,spotify:track:5uGY5VV9lZonCaRKm1wwmO,https://api.spotify.com/v1/tracks/5uGY5VV9lZonCaRKm1wwmO,https://api.spotify.com/v1/audio-analysis/5uGY5VV9lZonCaRKm1wwmO,178867,3
Colorful World,0.644,0.772,0,-6.859,1,0.032,0.0328,0,0.0734,0.862,90.025,audio_features,043UL2lHPgxa9BfKhtdiq6,spotify:track:043UL2lHPgxa9BfKhtdiq6,https://api.spotify.com/v1/tracks/043UL2lHPgxa9BfKhtdiq6,https://api.spotify.com/v1/audio-analysis/043UL2lHPgxa9BfKhtdiq6,184500,4
Changing Times,0.0815,0.362,0,-13.173,1,0.0443,0.904,0.989,0.0626,0.0357,70.858,audio_features,0XphXsw5sjbUNBNBYWXxp9,spotify:track:0XphXsw5sjbUNBNBYWXxp9,https://api.spotify.com/v1/tracks/0XphXsw5sjbUNBNBYWXxp9,https://api.spotify.com/v1/audio-analysis/0XphXsw5sjbUNBNBYWXxp9,372000,3
White Canvas on Scarlet Foliage,0.562,0.373,2,-13.178,1,0.0442,0.733,0.649,0.113,0.0424,73.498,audio_features,2JfeH8rHExymCPQjHpq43b,spotify:track:2JfeH8rHExymCPQjHpq43b,https://api.spotify.com/v1/tracks/2JfeH8rHExymCPQjHpq43b,https://api.spotify.com/v1/audio-analysis/2JfeH8rHExymCPQjHpq43b,186351,4
Canción Bonita,0.683,0.823,5,-6.172,1,0.147,0.411,0,0.248,0.713,166.108,audio_features,2GIv98FEqrMMK2l80oUS86,spotify:track:2GIv98FEqrMMK2l80oUS86,https://api.spotify.com/v1/tracks/2GIv98FEqrMMK2l80oUS86,https://api.spotify.com/v1/audio-analysis/2GIv98FEqrMMK2l80oUS86,227133,4
Ginza - Remix,0.71,0.88,5,-3.16,0,0.211,0.129,0,0.0935,0.826,102.166,audio_features,1tJw60G9KHl7fYVdQ2JDgo,spotify:track:1tJw60G9KHl7fYVdQ2JDgo,https://api.spotify.com/v1/tracks/1tJw60G9KHl7fYVdQ2JDgo,https://api.spotify.com/v1/audio-analysis/1tJw60G9KHl7fYVdQ2JDgo,373960,4
Stella's Story,0.612,0.0606,0,-15.235,1,0.0351,0.797,0.943,0.117,0.145,83.092,audio_features,1xiAUfSyDT1hNqeCQRVjhA,spotify:track:1xiAUfSyDT1hNqeCQRVjhA,https://api.spotify.com/v1/tracks/1xiAUfSyDT1hNqeCQRVjhA,https://api.spotify.com/v1/audio-analysis/1xiAUfSyDT1hNqeCQRVjhA,92612,4
Libres,0.703,0.629,8,-6.806,1,0.0818,0.211,0.000638,0.223,0.527,87.998,audio_features,3rDsCoo0nen1piDqHR4oBz,spotify:track:3rDsCoo0nen1piDqHR4oBz,https://api.spotify.com/v1/tracks/3rDsCoo0nen1piDqHR4oBz,https://api.spotify.com/v1/audio-analysis/3rDsCoo0nen1piDqHR4oBz,241790,4
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,audio_features,1WkMMavIMc4JZ8cfMmxHkI,spotify:track:1WkMMavIMc4JZ8cfMmxHkI,https://api.spotify.com/v1/tracks/1WkMMavIMc4JZ8cfMmxHkI,https://api.spotify.com/v1/audio-analysis/1WkMMavIMc4JZ8cfMmxHkI,237547,4
Ángel Negro,0.604,0.932,11,-5.862,0,0.0462,0.00314,3.56e-05,0.05,0.924,130.029,audio_features,4SoAZQ0vhV65rvsqxlNp7J,spotify:track:4SoAZQ0vhV65rvsqxlNp7J,https://api.spotify.com/v1/tracks/4SoAZQ0vhV65rvsqxlNp7J,https://api.spotify.com/v1/audio-analysis/4SoAZQ0vhV65rvsqxlNp7J,195074,4
Aconitum,0.87,0.0771,3,-11.955,1,0.228,0.354,0.921,0.113,0.767,79.01,audio_features,38lWgLPBoLVEwqk7XZkEPI,spotify:track:38lWgLPBoLVEwqk7XZkEPI,https://api.spotify.com/v1/tracks/38lWgLPBoLVEwqk7XZkEPI,https://api.spotify.com/v1/audio-analysis/38lWgLPBoLVEwqk7XZkEPI,145854,1
Quien Sabe,0.713,0.817,9,-2.898,0,0.0274,0.356,4.19e-05,0.0877,0.758,127.933,audio_features,4vOWNHRx4FGlQhs0pyxgJl,spotify:track:4vOWNHRx4FGlQhs0pyxgJl,https://api.spotify.com/v1/tracks/4vOWNHRx4FGlQhs0pyxgJl,https://api.spotify.com/v1/audio-analysis/4vOWNHRx4FGlQhs0pyxgJl,269120,4
Aventurera,0.585,0.341,9,-12.77,1,0.0429,0.856,0.116,0.112,0.369,111.776,audio_features,1f6fU0yh1SiIdR5mDkf4x9,spotify:track:1f6fU0yh1SiIdR5mDkf4x9,https://api.spotify.com/v1/tracks/1f6fU0yh1SiIdR5mDkf4x9,https://api.spotify.com/v1/audio-analysis/1f6fU0yh1SiIdR5mDkf4x9,187295,4
Ofrezco Recompensa,0.669,0.868,5,-6.488,0,0.0434,0.0164,4.39e-06,0.177,0.732,109.999,audio_features,2pWChrp5PlvnkfjEoM5PvY,spotify:track:2pWChrp5PlvnkfjEoM5PvY,https://api.spotify.com/v1/tracks/2pWChrp5PlvnkfjEoM5PvY,https://api.spotify.com/v1/audio-analysis/2pWChrp5PlvnkfjEoM5PvY,186960,4
A la Deriva,0.65,0.808,10,-3.295,1,0.0413,0.437,5.6e-06,0.0895,0.688,113.435,audio_features,2h9FfM3FOmdL4jt3PFRI85,spotify:track:2h9FfM3FOmdL4jt3PFRI85,https://api.spotify.com/v1/tracks/2h9FfM3FOmdL4jt3PFRI85,https://api.spotify.com/v1/audio-analysis/2h9FfM3FOmdL4jt3PFRI85,177280,4
Giros,0.836,0.562,7,-7.058,0,0.0557,0.181,0.0235,0.12,0.532,121.913,audio_features,5dUmPay43tTnrOKmxh62Ip,spotify:track:5dUmPay43tTnrOKmxh62Ip,https://api.spotify.com/v1/tracks/5dUmPay43tTnrOKmxh62Ip,https://api.spotify.com/v1/audio-analysis/5dUmPay43tTnrOKmxh62Ip,223907,4
Believe in Myself,0.522,0.424,3,-8.848,1,0.255,0.303,0,0.112,0.623,92.671,audio_features,6lHxtCW66ZNFefetsoEGkY,spotify:track:6lHxtCW66ZNFefetsoEGkY,https://api.spotify.com/v1/tracks/6lHxtCW66ZNFefetsoEGkY,https://api.spotify.com/v1/audio-analysis/6lHxtCW66ZNFefetsoEGkY,138716,4
flow on,0.663,0.535,6,-10.587,0,0.371,0.724,0.929,0.113,0.599,91.343,audio_features,2S9iC8UBhqq1of7PFHEvTr,spotify:track:2S9iC8UBhqq1of7PFHEvTr,https://api.spotify.com/v1/tracks/2S9iC8UBhqq1of7PFHEvTr,https://api.spotify.com/v1/audio-analysis/2S9iC8UBhqq1of7PFHEvTr,228812,4
Te He Prometido,0.731,0.745,7,-6.063,1,0.0272,0.165,0.0481,0.31,0.857,117.01,audio_features,2vEWsjsOeLczLbuHYKOpWe,spotify:track:2vEWsjsOeLczLbuHYKOpWe,https://api.spotify.com/v1/tracks/2vEWsjsOeLczLbuHYKOpWe,https://api.spotify.com/v1/audio-analysis/2vEWsjsOeLczLbuHYKOpWe,216667,4
Near Light,0.477,0.348,2,-14.586,1,0.0335,0.931,0.949,0.11,0.0867,117.94,audio_features,6Xajr512QEGAZ20bqAWkyT,spotify:track:6Xajr512QEGAZ20bqAWkyT,https://api.spotify.com/v1/tracks/6Xajr512QEGAZ20bqAWkyT,https://api.spotify.com/v1/audio-analysis/6Xajr512QEGAZ20bqAWkyT,208589,4
Quiet,0.166,0.00133,0,-23.291,0,0.215,0.125,0.846,0.233,0.0218,119.669,audio_features,2dz9Mx1pZKF2OLAPCr3AcC,spotify:track:2dz9Mx1pZKF2OLAPCr3AcC,https://api.spotify.com/v1/tracks/2dz9Mx1pZKF2OLAPCr3AcC,https://api.spotify.com/v1/audio-analysis/2dz9Mx1pZKF2OLAPCr3AcC,120083,4
Morning Path,0.714,0.482,4,-10.733,0,0.165,0.422,0.906,0.179,0.533,150.231,audio_features,06XQbHlZSsX8T8Gw8xAhW9,spotify:track:06XQbHlZSsX8T8Gw8xAhW9,https://api.spotify.com/v1/tracks/06XQbHlZSsX8T8Gw8xAhW9,https://api.spotify.com/v1/audio-analysis/06XQbHlZSsX8T8Gw8xAhW9,89650,4
Ice,0.864,0.488,1,-9.463,1,0.52,0.0592,0.000678,0.0837,0.425,75.036,audio_features,6lJl03rkDmbmP5dtmY7MiI,spotify:track:6lJl03rkDmbmP5dtmY7MiI,https://api.spotify.com/v1/tracks/6lJl03rkDmbmP5dtmY7MiI,https://api.spotify.com/v1/audio-analysis/6lJl03rkDmbmP5dtmY7MiI,182662,4
Bella Ciao - Versión Lenta de la Música Original de la Serie la Casa de Papel / Money Heist,0.621,0.21,5,-11.553,1,0.0308,0.952,0.00466,0.123,0.119,100.01,audio_features,3BsUcp4CFmJh39OKP4qbLx,spotify:track:3BsUcp4CFmJh39OKP4qbLx,https://api.spotify.com/v1/tracks/3BsUcp4CFmJh39OKP4qbLx,https://api.spotify.com/v1/audio-analysis/3BsUcp4CFmJh39OKP4qbLx,116275,4
Finding Faith,0.582,0.249,9,-14.379,0,0.0334,0.892,0.837,0.0801,0.174,110.044,audio_features,7MgdkaFzvK3URH5kjDTGmc,spotify:track:7MgdkaFzvK3URH5kjDTGmc,https://api.spotify.com/v1/tracks/7MgdkaFzvK3URH5kjDTGmc,https://api.spotify.com/v1/audio-analysis/7MgdkaFzvK3URH5kjDTGmc,157102,3
Dile,0.727,0.552,2,-8.074,0,0.14,0.227,0.000164,0.198,0.607,168.189,audio_features,0ARK753YaiJbpLUk7z5yIM,spotify:track:0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/tracks/0ARK753YaiJbpLUk7z5yIM,https://api.spotify.com/v1/audio-analysis/0ARK753YaiJbpLUk7z5yIM,289160,4
Enamorate,0.591,0.659,11,-5.464,1,0.0332,0.46,0,0.324,0.622,145.997,audio_features,43vjCTA2VFeyCSGLGqwV3x,spotify:track:43vjCTA2VFeyCSGLGqwV3x,https://api.spotify.com/v1/tracks/43vjCTA2VFeyCSGLGqwV3x,https://api.spotify.com/v1/audio-analysis/43vjCTA2VFeyCSGLGqwV3x,230040,4
